Type_of_property,Price,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,postal code
apartment,€365000,2,A,49,No,Yes,0,0,0,2,2021,Good,0,2,0,0,0,0,Gas,8370
apartment,€259000,1,B,146,0,0,0,0,0,0,0,Good,0,1,0,0,1,0,0,8430
apartment,€269000,1,Not specified,Not specified,No,Yes,0,0,0,2,2021,Good,0,1,0,0,0,0,Gas,8370
apartment,€239000,1,B,143,0,0,13,0,0,2,1972,Just renovated,0,1,0,0,1,Installed,Gas,2610
apartment,€169000,2,B,103,0,0,0,0,28,2,0,0,0,0,1,0,1,Not installed,0,3
apartment,€199000,2,B,136,0,0,0,0,35,2,0,0,0,0,1,0,1,Not installed,0,3
apartment,€219000,2,B,112,No,0,4,0,29,2,1978,Good,0,1,0,0,0,0,Gas,20
apartment,€345000,2,A,73,0,Yes,0,0,0,0,0,Just renovated,0,1,0,0,1,0,Gas,20
apartment,€419000,2,C,248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gas,8000
apartment,€525000,2,B,133,Yes,Yes,0,0,0,2,2011,As new,0,1,0,0,1,Installed,Gas,8370
apartment,€215000,2,D,314,0,0,0,0,0,0,1980,0,0,1,0,0,2,0,Gas,3300
apartment,€19.000.,3,B,103,No,0,20,0,0,2,1973,Good,0,1,0,0,0,Installed,Gas,20
apartment,€249000,2,B,165,No,0,12,0,0,2,1968,Good,0,1,0,0,0,Installed,Gas,2050
apartment,€275000,2,B,127,No,0,8,0,0,2,1963,Good,0,1,0,0,0,Installed,Gas,20
apartment,€435000,3,A+,42,0,0,34,0,26,0,2014,0,0,2,0,0,1,0,0,1435
apartment,€435000,3,A+,42,0,0,34,0,26,0,2014,0,0,2,0,0,1,0,0,3
apartment,€435000,3,A+,42,0,0,34,0,26,0,2014,0,0,2,0,0,1,0,0,1340
apartment,€435000,3,A+,42,0,0,34,0,26,0,2014,0,0,2,0,0,1,0,0,3
apartment,€295000,3,B,161,0,0,0,0,41,0,1989,To renovate,0,2,0,0,2,Installed,Gas,1300
apartment,€189000,1,D,184,0,0,0,0,0,0,1960,0,0,0,1,0,1,Semi equipped,Gas,1000
apartment,€998000,2,B,121,0,0,0,0,0,0,2011,Good,0,0,0,0,0,0,0,3500
apartment,€35000,2,Not specified,Not specified,0,0,3,0,35,3,1970,0,0,1,0,0,1,Installed,Gas,1080
apartment,€399000,2,D,321,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,1600
apartment,€89000,1,D,337,0,0,0,0,32,0,0,0,0,1,0,0,1,Semi equipped,Electric,7700
apartment,€188000,3,Not specified,Not specified,0,0,90,0,31,2,0,0,0,2,0,Yes,3,Hyper equipped,Gas,20
apartment,€161000,3,Not specified,Not specified,0,0,45,0,34,2,0,0,0,2,0,Yes,3,Hyper equipped,Gas,20
apartment,€163000,2,Not specified,Not specified,0,0,84,0,32,2,0,0,0,2,0,0,2,Hyper equipped,Gas,20
apartment,€220000,2,B,113,Yes,0,14,0,29,2,1971,0,0,1,0,0,0,0,Fuel oil,9200
apartment,€313,2,F,327,0,0,15,0,35,2,1970,Good,0,1,0,0,1,Hyper equipped,Gas,1170
apartment,€25.000.,2,C,216,No,0,0,0,0,3,1985,Good,0,1,0,0,0,Installed,Gas,20
apartment,€275000,2,Not specified,Not specified,No,0,20,0,34,2,1959,Good,0,1,0,0,0,0,Gas,9100
apartment,€329000,2,Not specified,Not specified,No,0,8,0,0,2,2018,Good,0,1,0,0,0,Installed,Gas,2050
apartment,€19.000.,3,C,243,No,0,4,0,0,2,1959,To be done up,0,1,0,0,0,Not installed,Gas,20
apartment,€2.800,2,C,205,No,0,18,0,0,2,1977,Good,0,1,0,0,0,Installed,Gas,2050
apartment,€275000,2,B,131,No,0,0,0,0,2,2009,Good,0,1,0,0,0,Hyper equipped,Gas,9111
apartment,€249000,2,A,84,No,0,0,0,32,2,2019,Good,0,1,0,Yes,0,0,Gas,9140
apartment,€259000,2,A,92,No,0,3,0,0,2,0,Good,0,1,0,0,0,0,Gas,9170
apartment,€249000,2,B,171,No,0,20,0,0,2,1971,Good,0,1,0,0,0,Installed,Gas,20
apartment,€795000,2,A,66,0,0,0,0,0,0,1962,Good,0,1,0,0,0,0,Gas,8300
apartment,€195000,1,E,261,0,0,22,0,30,0,1991,Good,0,1,0,0,1,0,0,1080
apartment,€525000,2,B,117,0,Yes,0,0,0,0,2003,Good,0,0,0,0,0,0,Gas,8300
apartment,€15.000/st.),3,Not specified,Not specified,No,0,132,0,59,3,2009,Good,0,2,0,0,0,0,Gas,9620
apartment,€435000,3,B,147,Yes,0,20,0,50,0,0,Good,0,2,0,0,2,0,Gas,9300
apartment,€20.000.,3,B,191,No,0,18,0,37,2,1986,Good,0,1,0,0,0,Installed,Gas,9120
apartment,€349000,2,Not specified,Not specified,No,0,0,0,0,3,2019,Good,0,1,0,0,0,Hyper equipped,Gas,9111
apartment,€265000,3,B,146,No,0,4,0,23,2,2010,Good,0,1,0,0,0,0,Gas,9140
apartment,€325000,2,Not specified,Not specified,No,0,10,0,40,3,2021,0,0,1,0,0,0,0,Gas,9170
apartment,€420000,3,B,136,No,0,64,0,25,2,2014,Good,0,1,0,0,0,Installed,Gas,9200
apartment,€2.800,2,E,426,No,Yes,0,0,30,2,1973,Good,0,1,0,0,0,0,Fuel oil,9100
apartment,€165000,0,B,102,No,0,2,0,0,2,2015,Good,0,1,0,0,0,Installed,Gas,2070
apartment,€289000,2,Not specified,Not specified,No,0,11,0,29,2,2018,Good,0,1,0,0,0,0,Gas,9140
apartment,€425000,3,B,191,No,0,20,0,62,2,1994,Good,0,2,0,0,0,0,Gas,9140
apartment,€373110,2,Not specified,Not specified,0,0,20,0,38,2,2024,0,0,1,0,0,1,Installed,0,2640
apartment,€2.800,2,E,472,No,Yes,0,0,0,2,1960,Good,0,1,0,0,0,0,Gas,9100
apartment,€2.800,2,B,126,No,Yes,0,0,0,2,1960,Good,0,1,0,0,0,Hyper equipped,Gas,9100
apartment,€20.000.,2,B,135,No,0,10,0,0,2,2016,Good,0,1,0,0,0,0,Gas,20
apartment,€2.800,1,E,409,No,0,0,0,0,2,1955,Good,0,1,0,0,0,0,Gas,20
apartment,€15.000.,2,B,169,No,0,2,0,0,2,1968,Good,0,1,0,0,0,Installed,Gas,20
apartment,€335000,2,B,111,0,Yes,0,0,0,2,1979,Good,0,1,0,0,1,Installed,Gas,3071
apartment,€335000,3,B,133,No,0,0,0,0,2,1899,Good,0,1,0,Yes,0,0,Gas,9100
apartment,€149000,2,B,120,No,Yes,0,0,0,2,1970,To be done up,0,1,0,0,0,Hyper equipped,Gas,9100
apartment,€299000,3,D,378,No,0,75,0,0,3,1982,Good,0,1,0,0,0,Installed,Electric,20
apartment,€265000,2,B,103,No,0,15,0,26,2,2015,Good,0,1,0,0,0,0,Gas,20
apartment,€285000,2,B,50,No,0,6,0,35,2,2024,0,0,1,1,0,1,USA semi equipped,0,1020
apartment,€200000!),2,D,170,No,0,0,0,30,2,1956,Good,0,1,0,0,1,USA installed,0,1000
apartment,€200000!),1,D,173,No,0,2,0,35,2,1968,Good,0,1,1,0,1,USA hyper equipped,0,1000
apartment,€200000!),1,E,247,Yes,0,2,0,25,2,0,Good,0,1,1,0,1,0,0,1210
apartment,€370000,2,B,117,No,0,12,0,32,2,0,As new,0,1,0,0,1,Hyper equipped,Gas,9000
apartment,€119900,3,D,271,No,0,4,0,30,3,0,Good,0,1,1,Yes,1,Semi equipped,Gas,4100
apartment,€325000,1,D,185,No,0,21,0,39,2,1915,As new,0,1,0,0,1,USA hyper equipped,Gas,1050
apartment,€225000,2,C,216,0,Yes,0,0,0,2,1974,As new,0,1,0,0,1,0,Gas,2500
apartment,€210000,1,F,345,No,0,0,0,0,2,0,Good,0,1,1,0,1,Installed,Gas,1190
apartment,€225000,2,B,113,No,0,5,0,36,3,2008,As new,0,1,0,0,1,USA hyper equipped,Gas,9230
apartment,€,2,Not specified,Not specified,0,0,8,0,37,3,2022,As new,0,1,0,0,1,0,0,3640
apartment,€,2,Not specified,Not specified,0,0,8,0,54,3,2022,As new,0,1,0,0,1,0,0,3640
apartment,€,2,Not specified,Not specified,0,0,8,0,54,3,2022,As new,0,1,0,0,1,0,0,3640
apartment,€298000,3,A,70.87,0,0,7,0,27,2,2016,As new,0,1,1,0,1,Installed,Gas,3640
apartment,€1795000,3,B,112,0,0,2,0,0,3,1948,As new,0,3,0,0,2,Hyper equipped,0,8300
apartment,€845000,3,C,224,0,0,6,0,0,2,1966,As new,0,3,0,0,1,Hyper equipped,Fuel oil,8300
apartment,€845000,3,B,187,0,0,4,0,0,2,1986,As new,0,2,0,0,2,Hyper equipped,Electric,8300
apartment,€215000,3,G,491,No,0,0,0,0,2,1910,To renovate,0,0,0,0,0,0,0,1000
apartment,€1650/month,1,C,109,0,0,20,0,0,2,1968,Good,0,1,0,0,1,Hyper equipped,Gas,1180
apartment,€495000,4,B,143,0,0,25,0,0,0,1985,Good,0,2,0,0,0,0,0,2600
apartment,€169000,1,F,616,No,0,5,0,32,0,1954,Good,0,1,0,0,0,Installed,0,2850
apartment,€248000,2,B,123,No,0,2,0,0,2,1964,Just renovated,0,1,0,0,1,Installed,Gas,8500
apartment,€195000,4,G,857,No,0,0,0,0,2,1930,To renovate,0,1,4,0,1,Not installed,Gas,1030
apartment,€175000,2,E,269,No,0,0,0,0,2,1930,To renovate,0,1,4,0,1,Not installed,Gas,1030
apartment,€535000,4,E,269,No,0,0,0,60,3,1930,To renovate,0,3,0,0,2,Semi equipped,Fuel oil,1050
apartment,€165000,1,G,420,No,0,0,0,0,3,0,To renovate,0,1,0,0,1,Installed,Gas,1050
apartment,€175000,2,G,420,No,0,0,0,0,3,0,To renovate,0,1,0,0,1,Installed,Gas,1050
apartment,€215000,2,G,530,No,0,0,0,0,3,0,To renovate,0,1,0,0,1,Installed,Gas,1050
apartment,€420000,1,C,116,No,0,5,0,27,1,1990,0,0,0,1,0,1,Installed,Gas,1150
apartment,€295000,2,B,144,0,Yes,0,0,0,2,2010,Good,0,1,0,0,1,0,Gas,2440
apartment,€279000,2,B,130,0,Yes,0,0,0,0,2007,Good,0,1,0,0,1,Installed,Gas,2440
apartment,€259000,2,B,114,0,Yes,0,0,0,0,2007,Good,0,1,0,0,1,0,Gas,2440
apartment,€259000,2,B,128,0,Yes,0,0,0,0,2007,As new,0,1,0,0,1,Installed,Gas,2440
apartment,€,2,C,219,No,0,7,0,23,2,1969,Good,0,1,0,0,1,Installed,Gas,1731
apartment,€275000,1,B,138,Yes,Yes,0,0,0,3,1997,Good,0,1,0,0,1,Installed,Gas,3000
apartment,€637500,2,B,186,Yes,0,3,0,0,2,1991,As new,0,1,0,0,2,Hyper equipped,Gas,8300
apartment,€).,2,D,170,No,0,10,0,25,0,1965,Good,0,1,1,0,1,Hyper equipped,Gas,1050
apartment,€1095000,2,B,164,0,0,80,0,60,2,1983,Good,0,2,0,Yes,2,USA installed,0,2018
apartment,€559000,2,A,60,No,Yes,0,0,0,2,0,Good,0,2,0,0,0,Installed,0,2000
apartment,€195000,1,D,342,0,0,0,0,0,2,0,To renovate,0,1,0,0,0,0,0,2000
apartment,€200000,1,D,342,0,0,0,0,0,2,0,To renovate,0,1,0,0,0,0,0,2000
apartment,€319000,3,D,308,No,0,0,0,0,2,0,To renovate,0,1,0,0,0,0,Gas,2000
apartment,€895000,2,B,130,0,0,10,0,45,2,2021,As new,0,1,0,0,1,USA hyper equipped,0,2000
apartment,€2995000,4,C,208,No,Yes,0,0,0,2,1958,Good,0,3,0,0,0,USA hyper equipped,0,8300
apartment,€699000,5,Not specified,Not specified,0,0,0,0,0,2,1948,To renovate,0,1,0,0,2,Semi equipped,Gas,3000
apartment,€1590000,3,Not specified,Not specified,No,0,7,0,0,2,1929,Just renovated,0,2,0,0,2,USA hyper equipped,Gas,1050
apartment,€225000,1,C,223,No,0,0,0,0,2,1875,Good,0,1,0,0,1,Installed,Gas,4000
apartment,€295000,3,B,134,No,Yes,0,0,0,0,1999,Good,0,1,0,0,2,Installed,Gas,4000
apartment,€369000,6,C,207,0,0,0,0,77,0,0,To renovate,0,2,0,0,2,Semi equipped,Gas,4000
apartment,€320000,2,B,166,No,Yes,0,0,0,0,1912,To be done up,0,1,0,0,1,0,Gas,8380
apartment,€214000,2,C,277,No,0,0,0,0,0,1966,Just renovated,0,1,0,0,1,0,Electric,8380
apartment,€275000,3,A,75,0,Yes,0,0,0,0,0,Good,0,2,0,0,0,0,Gas,8380
apartment,€649000,4,B,149,No,0,11,0,0,2,0,As new,0,3,0,0,3,Installed,Gas,2170
apartment,€144000,1,Not specified,Not specified,0,0,0,0,0,0,0,To renovate,0,1,0,0,0,0,0,3300
apartment,€75,2,B,174,No,Yes,0,0,0,2,0,Good,0,1,0,0,1,Hyper equipped,Gas,2547
apartment,€225000,2,B,148,No,0,4,0,35,2,1958,Just renovated,0,1,0,0,1,Hyper equipped,Gas,20
apartment,€125000,1,B,143,0,0,5,0,22,0,1964,Good,0,1,0,0,1,Semi equipped,Gas,2050
apartment,€249000,2,Not specified,Not specified,0,0,3,0,22,0,1968,As new,0,1,1,0,1,Installed,Fuel oil,1600
apartment,€249000,2,Not specified,Not specified,0,0,3,0,22,0,1968,As new,0,1,1,0,1,Installed,Fuel oil,1600
apartment,€185000,2,B,151,0,0,5,0,0,2,1974,Good,0,1,0,0,1,0,Gas,2610
apartment,€,1,D,352,0,0,0,0,0,0,1970,0,0,1,0,0,1,0,Gas,2610
apartment,€199000,1,B,135,0,0,0,0,0,2,1964,Good,0,1,0,0,1,Semi equipped,Fuel oil,2000
apartment,€77800,2,B,127,0,Yes,0,0,0,0,1976,Good,0,1,0,0,0,Semi equipped,Gas,2660
apartment,€210000,2,D,398,0,0,0,0,0,2,0,Good,0,1,0,0,1,USA hyper equipped,0,8430
apartment,€182500,2,D,322,0,0,0,0,33,2,1967,Good,0,1,0,0,1,Semi equipped,Gas,2100
apartment,€215000,1,B,193,0,0,0,0,26,2,1935,Just renovated,0,1,0,Yes,1,Installed,Gas,2610
apartment,€189000,1,B,149,0,0,0,0,36,2,0,Good,0,1,0,0,1,Installed,Gas,2060
apartment,€219000,2,B,134,0,0,3,0,35,2,1967,Good,0,1,0,0,1,Installed,Fuel oil,2100
apartment,€389000,1,A,50,0,0,9,0,0,4,2015,0,0,1,0,0,1,Installed,Gas,2018
apartment,€240000,1,B,116,0,0,3,0,21,2,2005,Just renovated,0,1,0,0,1,Installed,Gas,2100
apartment,€220000,1,B,183,0,0,0,0,14,2,2005,Just renovated,0,1,0,0,1,Installed,Gas,2100
apartment,€240000,1,A,93,0,0,3,0,21,2,2005,Just renovated,0,1,0,0,1,Installed,Gas,2100
apartment,€315700,2,A,81,No,0,10,0,48,0,2023,As new,0,1,1,0,1,USA installed,Gas,3
apartment,€302950,2,B,115,No,0,12,0,48,0,2023,As new,0,1,1,0,0,USA installed,Gas,3
apartment,€366000,2,Not specified,Not specified,No,0,13,0,25,2,2023,As new,0,1,0,0,1,USA hyper equipped,0,9810
apartment,€105000,1,C,175,No,Yes,0,0,21,2,0,Good,0,1,1,0,1,Semi equipped,Electric,4820
apartment,€220000,2,B,106,0,0,0,0,0,2,1976,Good,0,1,0,0,0,Installed,Gas,2640
apartment,€289000,3,A,77,0,0,0,0,0,2,1968,Good,0,0,0,0,0,Installed,Gas,2640
apartment,€244000,2,C,232,0,Yes,0,0,0,2,1968,Good,0,1,0,0,0,Installed,Fuel oil,2640
apartment,€189000,2,E,439,0,Yes,0,0,0,2,1956,To be done up,0,1,0,0,0,Semi equipped,Fuel oil,2640
apartment,€235000,2,B,166,0,Yes,0,0,0,3,1977,Good,0,1,0,0,0,Installed,Gas,2640
apartment,€.,1,D,301,No,Yes,0,0,25,3,0,As new,0,1,0,0,1,Installed,0,1780
apartment,€155000,1,G,589,No,0,0,0,23,2,0,Good,0,1,0,0,1,0,0,1082
apartment,€260000,2,C,228,0,0,6,0,30,2,0,As new,0,1,0,0,0,0,0,20
apartment,€945000,3,A++,Not specified,0,0,83,0,88,4,2023,0,0,2,0,0,2,0,0,1301
apartment,€425000,2,A++,Not specified,0,0,15,0,45,0,0,0,0,1,0,0,1,Installed,Gas,1301
apartment,€425000,2,A++,Not specified,0,0,18,0,0,2,2023,0,0,1,0,0,1,USA semi equipped,Gas,1301
apartment,€410000,2,A++,Not specified,0,0,18,0,44,0,0,0,0,1,0,0,1,Installed,Gas,1301
apartment,€410000,2,A++,Not specified,0,0,17,0,45,4,2023,0,0,1,0,0,1,Installed,Gas,1301
apartment,€535000,3,A++,Not specified,0,0,19,0,51,3,2023,0,0,2,0,0,2,Installed,Gas,1301
apartment,€295000,1,A++,Not specified,0,0,4,0,31,0,0,0,0,1,0,0,1,Installed,Gas,1301
apartment,€595000,3,A++,Not specified,0,0,30,0,57,3,2023,0,0,2,0,0,1,Installed,Gas,1301
apartment,€475000,2,Not specified,Not specified,0,0,6,0,38,0,2021,0,0,1,1,0,2,Installed,Gas,1325
apartment,€675000,2,Not specified,Not specified,0,0,30,0,59,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€675000,2,Not specified,Not specified,0,0,30,0,59,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€550000,2,Not specified,Not specified,0,0,13,0,51,0,2021,0,0,1,1,0,2,Installed,Gas,1325
apartment,€775000,3,Not specified,Not specified,0,0,31,0,86,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€775000,3,Not specified,Not specified,0,0,31,0,70,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€219000,2,C,233,0,0,0,0,0,3,0,0,0,1,0,0,0,Installed,Gas,8370
apartment,€219000,2,C,233,0,0,0,0,0,3,0,0,0,1,0,0,0,Installed,Gas,8370
apartment,€397000,1,Not specified,Not specified,0,0,0,0,30,0,2021,0,0,1,1,0,1,Installed,Gas,1325
apartment,€340000,2,Not specified,Not specified,No,0,4,0,30,0,1950,To be done up,0,1,0,0,0,0,0,1180
apartment,€390000,1,Not specified,Not specified,0,0,0,0,25,0,2021,0,0,1,1,0,1,Installed,Gas,1325
apartment,€340000,2,Not specified,Not specified,No,0,4,0,30,0,1950,To be done up,0,1,0,0,0,0,0,1180
apartment,€599000,2,Not specified,Not specified,0,Yes,0,0,49,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€599000,2,Not specified,Not specified,0,Yes,0,0,50,0,2021,0,0,2,2,0,2,Installed,Gas,1325
apartment,€399000,1,Not specified,Not specified,0,Yes,0,0,29,0,2021,0,0,1,1,0,1,Installed,Gas,1325
apartment,€528000,3,Not specified,Not specified,0,0,31,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€525000,3,Not specified,Not specified,0,0,31,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€450000,3,Not specified,Not specified,0,0,13,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€445000,2,Not specified,Not specified,0,0,21,0,43,0,2024,0,0,1,0,0,1,Installed,Gas,3
apartment,€450000,3,Not specified,Not specified,0,0,15,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€440000,3,Not specified,Not specified,0,0,34,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€425000,2,Not specified,Not specified,0,0,35,0,42,0,2024,0,0,1,0,0,1,Installed,Gas,3
apartment,€440000,3,Not specified,Not specified,0,0,35,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,3
apartment,€528000,3,Not specified,Not specified,0,0,31,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€525000,3,Not specified,Not specified,0,0,31,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€450000,3,Not specified,Not specified,0,0,13,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€445000,2,Not specified,Not specified,0,0,21,0,43,0,2024,0,0,1,0,0,1,Installed,Gas,1421
apartment,€450000,3,Not specified,Not specified,0,0,15,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€440000,3,Not specified,Not specified,0,0,34,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€425000,2,Not specified,Not specified,0,0,35,0,42,0,2024,0,0,1,0,0,1,Installed,Gas,1421
apartment,€440000,3,Not specified,Not specified,0,0,35,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,1421
apartment,€528000,3,Not specified,Not specified,0,0,31,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€525000,3,Not specified,Not specified,0,0,31,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€450000,3,Not specified,Not specified,0,0,13,0,31,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€445000,2,Not specified,Not specified,0,0,21,0,43,0,2024,0,0,1,0,0,1,Installed,Gas,27
apartment,€450000,3,Not specified,Not specified,0,0,15,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€440000,3,Not specified,Not specified,0,0,34,0,32,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€425000,2,Not specified,Not specified,0,0,35,0,42,0,2024,0,0,1,0,0,1,Installed,Gas,27
apartment,€440000,3,Not specified,Not specified,0,0,35,0,30,0,2024,0,0,2,0,0,2,Installed,Gas,27
apartment,€295000,1,A++,Not specified,0,0,4,0,31,0,0,0,0,1,0,0,1,Installed,Gas,1300
apartment,€535000,3,A++,Not specified,0,0,19,0,51,3,2023,0,0,2,0,0,2,Installed,Gas,1300
apartment,€595000,3,A++,Not specified,0,0,30,0,57,3,2023,0,0,2,0,0,1,Installed,Gas,1300
apartment,€425000,2,A++,Not specified,0,0,15,0,45,0,0,0,0,1,0,0,1,Installed,Gas,1300
apartment,€425000,2,A++,Not specified,0,0,18,0,0,2,2023,0,0,1,0,0,1,USA semi equipped,Gas,1300
apartment,€410000,2,A++,Not specified,0,0,18,0,44,0,0,0,0,1,0,0,1,Installed,Gas,1300
apartment,€410000,2,A++,Not specified,0,0,17,0,44,4,2023,0,0,1,0,0,1,Installed,Gas,1300
apartment,€155000,1,G,657,No,Yes,0,0,0,2,0,To renovate,0,1,0,0,1,Semi equipped,Gas,1070
apartment,€180000,2,D,201,No,Yes,0,0,35,3,0,Good,0,1,0,0,1,USA semi equipped,Gas,1083
apartment,€235000,3,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29680
apartment,€795000,3,Not specified,Not specified,0,0,100,0,0,0,0,0,0,2,0,0,0,0,0,29680
apartment,€695000,2,Not specified,Not specified,0,Yes,0,0,0,0,0,0,0,2,0,0,0,0,0,20
apartment,€440000,2,Not specified,Not specified,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29679
apartment,€,2,B,89,No,0,0,0,31,2,2021,As new,0,1,1,0,1,0,Gas,7640
apartment,€399000,3,F,288,0,0,35,0,31,2,1959,To be done up,0,1,0,0,2,Installed,Gas,1083
apartment,€219000,1,B,120,No,0,5,0,25,3,2022,As new,0,1,1,0,2,Hyper equipped,0,6280
apartment,€129000,2,F,457,No,0,7,0,30,0,0,Good,0,1,1,0,1,Semi equipped,Gas,7500
apartment,€129000,1,E,445,0,0,42,0,0,2,1977,To be done up,0,1,0,0,1,Semi equipped,Gas,8800
apartment,€170000,3,C,243,0,0,18,0,37,3,0,Just renovated,0,1,0,0,2,0,0,7500
apartment,€695000,2,A,98,Yes,Yes,0,0,0,2,2012,As new,0,2,2,0,2,Hyper equipped,Gas,8300
apartment,€440000,2,E,222,No,0,22,0,34,2,2008,As new,0,1,0,0,1,USA hyper equipped,Gas,1040
apartment,€380000,3,Not specified,Not specified,No,0,3,0,19,2,0,Good,0,1,0,0,1,Hyper equipped,Gas,1190
apartment,€170000,3,C,243,0,0,18,0,37,3,0,Just renovated,0,1,0,0,2,0,0,7500
apartment,€695000,2,A,98,Yes,Yes,0,0,0,2,2012,As new,0,2,2,0,2,Hyper equipped,Gas,8300
apartment,€440000,2,E,222,No,0,22,0,34,2,2008,As new,0,1,0,0,1,USA hyper equipped,Gas,1040
apartment,€380000,3,Not specified,Not specified,No,0,3,0,19,2,0,Good,0,1,0,0,1,Hyper equipped,Gas,1190
apartment,€174900,2,B,186,0,0,2,0,0,2,1964,0,0,1,0,0,0,0,Gas,2060
apartment,€20000,1,C,97,No,0,15,0,25,2,2012,As new,0,1,1,0,1,USA hyper equipped,0,1070
apartment,€285475,2,B,94,0,0,0,0,40,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€323964,2,A,61,0,0,4,0,47,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€296941,2,A,63,0,0,6,0,37,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€332881,2,A,71,0,0,7,0,45,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€296941,2,A,62,0,0,6,0,38,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€332881,2,A,68,0,0,7,0,45,0,2022,0,0,0,1,0,1,Installed,Gas,5100
apartment,€185000.,1,F,285,No,Yes,0,0,20,2,1960,As new,0,1,5,0,1,Installed,Gas,1200
apartment,€199000,1,G,420,No,0,0,0,43,2,1923,To be done up,0,1,0,Yes,1,Installed,Gas,1030
apartment,€185000.,1,C,285,No,Yes,0,0,20,2,1960,As new,0,1,5,0,1,Installed,Gas,1932
apartment,€895000,3,G,482,No,0,75,0,40,0,1960,Good,0,2,0,0,2,Installed,Gas,1180
apartment,€324457,2,A,45,No,0,7,0,36,2,2023,As new,0,1,1,0,1,USA hyper equipped,0,1070
apartment,€307000,1,A,45,No,0,7,0,38,2,2023,As new,0,1,1,0,1,USA hyper equipped,0,1070
apartment,€354385,3,A,45,No,0,7,0,38,2,2023,As new,0,2,1,0,1,USA hyper equipped,0,1070
apartment,€225000,3,Not specified,Not specified,0,0,14,0,31,0,0,0,0,1,0,0,1,Hyper equipped,Gas,1210
apartment,€269000,2,Not specified,Not specified,No,0,28,0,0,2,0,0,0,1,0,0,1,0,0,9400
apartment,€590000,3,B,126,0,0,0,0,0,3,2004,As new,0,2,0,0,2,0,0,2920
apartment,€285000,2,D,378,Yes,0,0,0,0,0,1979,0,0,1,0,0,0,Not installed,Electric,8430
apartment,€359000,2,A,73,0,0,7,0,0,2,2020,As new,0,1,0,0,1,0,0,9200
apartment,€30.000,3,B,150,0,Yes,0,0,0,2,1980,Just renovated,0,1,0,0,1,Installed,Gas,9200
apartment,€219000,1,G,467,0,Yes,0,0,0,4,2003,0,0,1,0,0,1,Installed,Electric,1140
apartment,€299000,1,Not specified,Not specified,0,0,0,0,0,2,0,Good,0,0,0,0,0,Installed,Gas,8500
apartment,€349000,5,Not specified,Not specified,0,0,0,0,0,0,2019,Good,0,1,1,0,1,Installed,Gas,8750
apartment,€255000,2,B,186,0,0,0,0,0,0,1962,As new,0,1,0,0,1,Installed,Gas,8400
apartment,€250000,2,B,155,0,0,0,0,0,0,1962,As new,0,1,0,0,1,Installed,Gas,8400
apartment,€276000,2,Not specified,Not specified,0,0,0,0,0,0,2022,Good,0,1,1,0,1,Installed,Gas,2560
apartment,€190000,3,Not specified,Not specified,0,0,0,0,0,2,1993,Good,0,1,1,0,1,Installed,0,9900
apartment,€340000,4,E,434,0,0,0,0,0,0,1965,Good,0,2,0,0,0,Installed,Fuel oil,3940
apartment,€145000,1,Not specified,Not specified,0,0,0,0,0,0,1999,0,0,1,0,0,0,0,0,8370
apartment,€125000,2,C,257,0,0,0,0,0,0,1975,To be done up,0,1,0,No,1,0,0,3740
